"","water_year","position","Time_Period","value"
"1",2010,"MC","Annual",94.5199223655668
"2",2011,"MC","Annual",86.8283242258652
"3",2012,"MC","Annual",93.6187214611872
"4",2013,"MC","Annual",76.7465753424657
"5",2014,"MC","Annual",62.648401826484
"6",2015,"MC","Annual",42.6912568306011
"7",2016,"MC","Annual",56.324200913242
"8",2010,"LOB","Annual",100
"9",2011,"LOB","Annual",100
"10",2012,"LOB","Annual",100
"11",2013,"LOB","Annual",100
"12",2014,"LOB","Annual",100
"13",2015,"LOB","Annual",100
"14",2016,"LOB","Annual",100
"15",2010,"ROB","Annual",100
"16",2011,"ROB","Annual",100
"17",2012,"ROB","Annual",100
"18",2013,"ROB","Annual",100
"19",2014,"ROB","Annual",100
"20",2015,"ROB","Annual",100
"21",2016,"ROB","Annual",100
"22",2010,"MC","non_critical",98.6489580948019
"23",2011,"MC","non_critical",97.1311475409836
"24",2012,"MC","non_critical",91.5521978021978
"25",2013,"MC","non_critical",86.28663003663
"26",2014,"MC","non_critical",72.0467032967033
"27",2015,"MC","non_critical",52.9143897996357
"28",2016,"MC","non_critical",72.7564102564102
"29",2010,"LOB","non_critical",100
"30",2011,"LOB","non_critical",100
"31",2012,"LOB","non_critical",100
"32",2013,"LOB","non_critical",100
"33",2014,"LOB","non_critical",100
"34",2015,"LOB","non_critical",100
"35",2016,"LOB","non_critical",100
"36",2010,"ROB","non_critical",100
"37",2011,"ROB","non_critical",100
"38",2012,"ROB","non_critical",100
"39",2013,"ROB","non_critical",100
"40",2014,"ROB","non_critical",100
"41",2015,"ROB","non_critical",100
"42",2016,"ROB","non_critical",100
"43",2010,"MC","critical",90.4143897996357
"44",2011,"MC","critical",76.5255009107468
"45",2012,"MC","critical",95.6739526411658
"46",2013,"MC","critical",67.2586520947177
"47",2014,"MC","critical",53.3014571948998
"48",2015,"MC","critical",32.4681238615665
"49",2016,"MC","critical",39.9817850637523
"50",2010,"LOB","critical",100
"51",2011,"LOB","critical",100
"52",2012,"LOB","critical",100
"53",2013,"LOB","critical",100
"54",2014,"LOB","critical",100
"55",2015,"LOB","critical",100
"56",2016,"LOB","critical",100
"57",2010,"ROB","critical",100
"58",2011,"ROB","critical",100
"59",2012,"ROB","critical",100
"60",2013,"ROB","critical",100
"61",2014,"ROB","critical",100
"62",2015,"ROB","critical",100
"63",2016,"ROB","critical",100
