"","water_year","position","Time_Period","value"
"1",2010,"MC","Annual",100
"2",2011,"MC","Annual",100
"3",2012,"MC","Annual",100
"4",2013,"MC","Annual",100
"5",2014,"MC","Annual",100
"6",2015,"MC","Annual",100
"7",2016,"MC","Annual",100
"8",2010,"LOB","Annual",100
"9",2011,"LOB","Annual",100
"10",2012,"LOB","Annual",100
"11",2013,"LOB","Annual",100
"12",2014,"LOB","Annual",100
"13",2015,"LOB","Annual",100
"14",2016,"LOB","Annual",100
"15",2010,"ROB","Annual",7.10126726795296
"16",2011,"ROB","Annual",1.81010928961749
"17",2012,"ROB","Annual",2.21461187214612
"18",2013,"ROB","Annual",1.13013698630137
"19",2014,"ROB","Annual",1.91780821917808
"20",2015,"ROB","Annual",1.46857923497268
"21",2016,"ROB","Annual",3.85844748858448
"22",2010,"MC","non_critical",100
"23",2011,"MC","non_critical",100
"24",2012,"MC","non_critical",100
"25",2013,"MC","non_critical",100
"26",2014,"MC","non_critical",100
"27",2015,"MC","non_critical",100
"28",2016,"MC","non_critical",100
"29",2010,"LOB","non_critical",100
"30",2011,"LOB","non_critical",100
"31",2012,"LOB","non_critical",100
"32",2013,"LOB","non_critical",100
"33",2014,"LOB","non_critical",100
"34",2015,"LOB","non_critical",100
"35",2016,"LOB","non_critical",100
"36",2010,"ROB","non_critical",13.8081062514312
"37",2011,"ROB","non_critical",2.84608378870674
"38",2012,"ROB","non_critical",4.07509157509157
"39",2013,"ROB","non_critical",2.12912087912088
"40",2014,"ROB","non_critical",3.52564102564103
"41",2015,"ROB","non_critical",2.41347905282332
"42",2016,"ROB","non_critical",7.50915750915751
"43",2010,"MC","critical",100
"44",2011,"MC","critical",100
"45",2012,"MC","critical",100
"46",2013,"MC","critical",100
"47",2014,"MC","critical",100
"48",2015,"MC","critical",100
"49",2016,"MC","critical",100
"50",2010,"LOB","critical",100
"51",2011,"LOB","critical",100
"52",2012,"LOB","critical",100
"53",2013,"LOB","critical",100
"54",2014,"LOB","critical",100
"55",2015,"LOB","critical",100
"56",2016,"LOB","critical",100
"57",2010,"ROB","critical",0.432604735883424
"58",2011,"ROB","critical",0.774134790528233
"59",2012,"ROB","critical",0.364298724954463
"60",2013,"ROB","critical",0.136612021857924
"61",2014,"ROB","critical",0.318761384335155
"62",2015,"ROB","critical",0.52367941712204
"63",2016,"ROB","critical",0.227686703096539
